'1', '1', 'CIAPORTE SISTEMAS DE GESTAO', 'FLORIANÓPOLIS-SC', '(48) 3025-2888', 'administrativo@ciaporte.com.br', 'http://www.ciaporte.com.br/'
'77', '8', 'SYSMIDDLE TECHNOLOGY', 'LAGES-SC', '(11) 2391-2272', 'contato@sysmiddle.com.br', 'http://www.sysmiddle.com.br/'
'77', '9', 'REDE FRETE FÁCIL', 'FLORIANÓPOLIS-SC', '(48) 3012-3958', 'contato@redefretefacil.com.br', 'http://redefretefacil.com.br/'
'77', '10', 'AGÊNCIA DE CRESCIMENTO', 'FLORIANÓPOLIS-SC', '(48) 3879-1667', 'delfino@agenciadecrescimento.com.br', 'http://www.agenciadecrescimento.com.br/'
'77', '11', 'LOGICIELO TECNOLOGIA', 'BRUSQUE-SC', '(47)99121487', 'boris@jethouse.net.br', 'http:'
'77', '12', 'PRODUZA INDUSTRIA COMERCIO E SERVIÇO EM ELETRONICA SA', 'FLORIANÓPOLIS-SC', '(48) 3954-3019', 'marcelo.gouvea@produza.ind.br', 'http://http//produza.ind.br/'
'78', '1', 'PARADIGMA BUSINESS SOLUTIONS LTDA - FILIAL', 'PAULO-SP', '(11)21063300', 'morgana.silva@paradigmabs.com.br', 'http:'
'78', '2', 'LIVECOM SOTWARE SOLUTIONS', 'BIGUAÇU-SC', '(48)30942181', 'lauvir@livecom.io', 'http://http//livecom.io/'
'78', '3', 'QAMETRIK SOFTWARE', 'BLUMENAU-SC', '(47)33273636', 'qametrik@qametrik.com', 'http://www.qametrik.com/'
'78', '4', 'NEURON CONSULTORIA', 'FLORIANÓPOLIS-SC', '(48)30288297', 'contato@neuronconsultoria.com.br', 'http://www.3neuron.com/'
'78', '5', 'REPASSE MOTORS BRASIL', 'PALHOÇA-SC', '(48)30869440', 'jr.pereira@gruporepasse.com.br', 'http://www.reicarmotors.com.br/'
'78', '6', 'PAULO IASBECH', 'FLORIANÓPOLIS-SC', '(48)99386639', 'pauloiasbech@gmail.com', 'http:'
'78', '7', 'NORUS', 'FLORIANÓPOLIS-SC', '(48) 3025-7564', 'admin@norus.com.br', 'http://norus.com.br/'
'78', '8', 'PARTYON TECNOLOGIA S/A', 'FLORIANÓPOLIS-SC', '(48)91653050', 'dupereira@partyon.cc', 'http://www.partyon.cc/'
'78', '9', 'MISTER VAN', 'FLORIANÓPOLIS-SC', '(48)21072724', 'mistervan@mistervan.com.br', 'http://www.mistervan.com.br/'
